cleaned_text,sentiment
vaksin covid ppkm ppkmsuksestekankovid madiungalakanvaksinasi,1
wa       ppkm kafebetawi sotobetawi makanmurah promoppkm jajananbetawi makanankhasbetawi,0
maju mundur ppkm,1
ngopi bandung pake kopi aroma banceuy lejen kapekupihapix taman gaya jl setiabudi sebelah pom bensin bandung buka insyaallah pagi  kecuali telat tutup sampe jam sesuai ppkm jumatberkah,0
link chat seminar kesehatan sistemimun imun ppkm covid coronavirus,1
ppkm indo menyusul sampe september enjoy,0
kemenparekraf bantuan pelaku usaha pariwisata rp triliun selengkapnya newsone cariberitaditvone sandiagauno ppkm,1
phri diy peringatan pelaku usaha pelanggar aturan ppkm jogja ppkm,1
jumatan gak rajin seminggu ppkm,2
jeritan netizen ppkm jokowi ganteng galau nikah jokowi ppkm viral,2
poso level ppkm via,1
kepala kejaksaan negeri kota malang zuhandi sh mh tugas menantang pr kejari malang kawal ketat belanja covid covid kejarikotamalang ppkm,1
kalo menyakiti begal ppkm,2
situs mpo hadir indonesia menemani pemain suka bermain game online deposit member meraih kemenangan ppkm inspirasiberkontribusi muralkanindonesia,0
ppkm yg kehilangan pekerjaannyamata pencahariannya menyalahkan pemerintah dng alasan itulahtapi darisebuah cobaan ujian pembelajaran pelajari mencaci maki memuji muji ppkm,2
summarecon mall serpon scientia digital center buka persyaratannya tangsel sms ppkm ppkmlevel,1
kabar penanganan covid banua covid ppkm oksigen kabarbanua wargabanua,1
kapolsek paiton akp noer choiri razak sh melaksanakan penyaluran bansos beras amp pemberian santunan anak yatim piatu terdampak pandemi penyebaran covid langkahcepatpolri santunanyatimpiatu polripresisi jatimbangkit ppkm probolinggo,1
ritual panglukatan umum ditiadakan ppkm berita nusabali ppkm pandemi covid panglukatan purakerebanlangit desaadatsading,1
pertumbuhan covid indonesia menyusut kemarin angka bor turun  persen covid indonesia ppkm presidenjokowi borrs,1
ppkm diperketat perbaikan indikator penanganan covid baca selengkapnya ppkm beritaterkini viruscorona,1
informasi masyarakat kabupaten bungo bepergian kota jambi ppkm covid kabupatenbungo,1
pandemi covid memengaruhi sektor kehidupan sektor ekonomi data perekonomian tengah kebijakan ppkm yuk simak infografis gubukgrafis infografis desainvisual informasi infomenarik covid perekonomian pertumbuhanekonomi ppkm,1
ppkm jalur cerita one piece ga kelar kelar ppkm,2
bergaya menemani wodrobe ngeborong pagi asa shooting ceritamamak bff ngemall ppkm,1
selamat tinggal sahabatkubaik disana majikanmujangan ngadatkeep on rawwkk imbasppkm ppkm sold line podhd guitareffect shred shredder,2
alhamdulillah opini dimuat koran rabu  agustus  judul pertumbuhan ekonomi perpanjangan ppkm opinion covid ppkm bappeda lampung,1
go cek youtube vensixx indonesia hariini malamjumat youtube news ppkm bandung jakarta cibinong bogor jogja jawatengah semarang jawabarat jawatimur bali papua sulawesi kalimantan pontianak sumatera palembang banten lampung california,1
indoviral malamjumat news viral youtube salatiga jawatengah jawabarat cibinong bogor jakarta surabaya bali palembang ppkm,1
porch camping anak dh bosan tidoq dlm rumah pkp ppkm camping homecamp ohmyzahra ohdikmad ohakim jitra kedah darul aman,1
puja puji kian memanas ppkm,1
namanya hidup cobaan cucian laundry saweran ndangdutan level yaaaaa ppkm,2
kebijakan ppkm darurat ppkm level   berpotensi menyebabkan  pekerja terkena phk dirumahkan ppkm,1
puspolkam indonesia apresiasi polri tni bin penanganan covid ppkm ppkm,1
ketahui informasi pembagian ppkm wilayah jabar berdasarkan level    pikodata,1
vaksinasi hamil bumil usia kehamilan  minggu digelar rsub rumah sakit universitas brawijaya kota malang kamis  covid vaksinasi bumil ppkm vaksinmalang rsub,1
perempuan berusia  tahun bawen kabupaten semarang merasakan pendapatan usahanya turun drastis  persen ppkm darurat job dibatalkan disabilitas ppkm,1
ppkm pas pandemi mager tips ppkm kegiatan senam virtual dimanapun yuk ikutin kegiatan rutin jumat pagi ppkm mager dukunggermas,0
pandemi covid kebijakan pemberlakuan pembatasan kegiatan masyarakat ppkm pasangan kupastuntas bandarlampung pandemi covid ppkm,1
gk suka ppkm sukanya ppkkamu,2
hayu pesen jens snack gaiscemilan nih gurih jenssnack umkm wirausaha wiraswasta ppkm distributor,0
aksi melayani isoman ami kades ranting pkb sumber girang kec puri isoman pandemi covid ppkm pkb mojokerto gusami,1
operasi yustisi amp penyekatan jalur  pilar kota pasuruan polripresisi presisi jawatimurbangkit jogopaskot lawancovid protokolkesehatan ppkm operasiyustisipenegakanprotokolkesehatan jogopaskot,1
seramai aktifitas normal cemana cerita ppkm sob medanreview medan medan indonesia,2
berbagi pengalaman pakai gokil max kueceeng bgt full kuota dgn harga murah yuk cek inibarugokil kuybisa ppkm rejekiwow gokilmax,0
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida weddingleslar lestybillar trending,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
ppkm diperpanjang eeeh pemerintah kelonggaran pusat perbelanjaan mal bukatapi ketentuan berlaku seiring pelaksanaan uji coba pembukaan mal pusat perbelanjaan ppkm mal indonesia jakarta,1
dietherbalife ppkm,1
banyakbanyaklah berdoa berikhtiar pandemicovid ppkm pandemi ppkmdemirakyat,1
operasi yustisi amp penyekatan jalur  pilar kota pasuruan polripresisi presisi jawatimurbangkit jogopaskot lawancovid protokolkesehatan ppkm operasiyustisipenegakanprotokolkesehatan,1
operasi yustisi amp penyekatan jalur  pilar kota pasuruan polripresisi presisi jawatimurbangkit jogopaskot lawancovid protokolkesehatan ppkm operasiyustisipenegakanprotokolkesehatan jogopaskot,1
terkena sidak langgar aturan ppkm level  perusahaan jakarta barat tutup perusahaan jakartabarat tutup langgar aturan kebijakan ppkm level darurat indonesia nasional prmn prmnsahabatumkm pikiranrakyat,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
lidasosmedawards selfiyammalida selfitta ppkm lida,1
like postingan dukung pemenang selebriti sosmed lidasosmedawards selfiyammalida selfitta ppkm lida,1
pembahasan yaa gimana mudah lupa likefollow amp bagikan soalcpns soalhotscpns soalcpns cpns asn tiu tpa penalaranumum ppkm,1
assalamualaikumyg terhormat tagihan listrik sayadgn idpel tagihan juli rpbulan agustus naiknya ora umum rptlg bantu cek ulangjualan lg sepi efek ppkm,2
dirjen lintas angkutan laut mugen sartoto biaya pengadaan isolasi terapung tanggung pemerintah pusat sesuai intruksi menteri koordinator bidan perekonomian isolasiterpusatefektif covid ppkm angkatanlaut,1
kumhampasti rbkunwas trenggalek pacitan infoponorogo paspor ppkm stayhome instagood,1
pengen dine in aman makan mobil aja movic tipsnya nih dine in makan ala restoran mobil movic ppkm dineindimobil,1
inmendagri nomor  aturan wilayah menerapkan ppkm level  salah satunya tambahan waktu makan warteg warung makan  menit pandemi ppkm intruksi mendagri aturan warungmakan inews,1
pusat perbelanjaanmal kota depok dibuka mal ditutup akibat ppkm darurat  juli  pandemi mal depok ppkm inews,1
pelonggaran kegiatan dibandingkan durasi makan izin operasional mal terbatas pot ppkm mall seputarinewssiang seputarinewsrcti,1
yok bantu rtw like lupa follow ig idealistkebaya teruslah berusaha keterbatasan ppkm kebayaindonesia retweeetplease,1
simak infografik poinpoin aturan transportasi penyesuaian ppkm level  sesuai sk kadishub no  tahun  dishubdkijakarta ppkm ppkmlevel hadapibersama kotakolaborasi jakartabangkit vaksindulu,1
bbm sembako jaman sby beliau drama nangis nama rakyat rakyat mati pandemi kelaparan karna ppkm utang korupsi merajalela begal partai ksp uud  amandemen bangsa megawati nangisnya jokowigagalurusnegara,2
ayo selamatkan keluarga disiplin melaksanakan protokol kesehatan lakukan cita mas jajar cuci tangan pakai masker jaga jarak hindari kerumunan kegiatan makan sleman slemanbebascovid ppkm sleman,0
rekandakta wakil wali kota bekasi tengah pembukaan usaha kota bekasi terkait dg wilayah kota bekasi yg zona oranye pandemi covid ppkm pembukaanmal daktainfo radiodakta kotabekasi,1
promo jumatberkah kesempatan buku bermutu harga terjangkau banget yuk order bukuislam literasi kamis ppkm berjuanguntukislam,0
prodi desain produk ukdw dukung wirausaha desain magang industri pkkm ukdw ppkm,1
fantastis mobil dinas wagub sumbar seharga rp miliar zet mobildinas dinas sumatrabarat gubernursumbar ekonomi pandemi ppkm,1
ppkm versiku pake smartfren gokil max no buffering kuota amp dipakai  jam disemua aplikasi kuybisa inibarugokil rejekiwow,1
mengobati kucing tercekik tulang pertolongan follow pintarpet kucing kucingtersedaktulang kucingtercekiktulang anisd anitwtselcaday bu mega  agustus npwp pilih rahma bahar lesti ivan gunawan luna maya ppkm,1
kfc drive thru kalimalang bayar cash debit card mcd drive thru pondok bambu pakai scan barcode qr ppkm dimobilaja,1
timbangan pendek gak berasa mending to ppkm,2
sobatbumnmuda optimis pandemi pergi jaga prokes ayo vaksin bumn muda tumbuh berkarya memajukan indonesia ppkm bumnmuda bumn kementerianbumn tumbuhberkarya memajukanindonesia,0
aksi melayani isoman ami isoman warga terdampak ppkm pandemi covid kader dpac mojoanyar dampingi sekretaris dpc gus masduki hasan isoman ami covid pandemi pkb ppkm,1
uji coba penyekatan jalan ahmad yani km  banjarmasin kamis malam  kabarbanua kabarkalsel ppkm banjarmasin palanam,1
ppkm perpanjang kayak sim stnk kontrakan oh iya lgi ngontrakppkm,1
lengkapi dokumen syarat kapal laut wilayah ppkm level   pandemi covid via dokumen syaratnaikkapallaut kapallaut ppkm pandemi covid viruscorona,1
ppkm penegakkan disiplin prokes ppkm ppkmsuksestekankovid,1
ppkm turunkan  covid ppkm ppkmsuksestekankovid,1
bor rumah sakit turun ppkm ppkmsuksestekankovid,1
ppkm level  sukses turunkan positif covid ppkm ppkmsuksestekankovid,1
ppkm prokes sukses menurunkan tingkat penularan covid daerah ppkm ppkmsuksestekankovid,1
kedisiplinan masyarakat kunci lawan pandemi ppkm ppkmsuksestekankovid nkrimajuberjaya,1
ppkm turunkan  covid  ppkm ppkmsuksestekankovid nkrimajuberjaya,1
efek ppkm level  bor rumah sakit turun signifikan ppkm ppkmsuksestekankovid nkrimajuberjaya,1
ppkm level  sukses turunkan angka covid ppkm ppkmsuksestekankovid nkrimajuberjaya,1
ppkm prokes kunci sukses lawan pandemi ppkm ppkmsuksestekankovid nkrimajuberjaya,1
dukung  umkm sampoerna yayasan inotek gelar festival umkm via umkm festival ppkm,1
harakah islam bertujuan kemenangan islam bermetode sesuai islam gerakan islam buku mengupasnya parpolislam dakwah kamis ppkm gerakan,1
promo jumatberkah kesempatan buku bermutu harga terjangkau banget yuk order bukuislam literasi kamis ppkm berjuanguntukislam,0
test psikologi iq minatbakat dll bareng rumahcendekia testpsikologi psikotest quoteoftheday cendekiadelapan rumahcendekia pusattumbuhkembanganakdanremaja konsultasi keretergantungangadget psikotes tesiq ppkmdarurat ppkm,1
tersisa  buka donasi rp danpac pharma bayu buana travel city vision bantuk korban terdampak covid yuk ambil aksi selesaikan challenge serudirumahbarengcmi covid ppkm aksisosial,1
penerapan ppkm level jawa bali membuahkan hasil manis penerapan ppkm provinsi banten berhasil zona merah ppkm zonaoranye sebarancovid covid,0
mari bersamasama patuhi protokol kesehatan memakai masker semarangpemkot pemerintahkotasemarang semarang semarangsemakinhebat bergerakbersama ppkm ppkmtugu repost,1
popppkm ,1
bor turun  kabupaten blitar ppkm level  blitar pemberlakuan pembatasan kegiatan baca selengkapnya beritablitar borturun infoblitar kabarblitar kabupateblitar kanalstraight ppkmlevel,1
pandemi covid memaksa beraktivitas rumah lantaran kebijakan ppkm diberlakukan pemerintah ppkm,1
pastikan sahabat update informasi media sosial website sehat lupa protokolkesehatan patuh ppkm lets beat covid sembuhkanlah doayangbaikbaik doapagi sehatselalu,0
molaik dformat ppkm kepacksayab,1
menjerit ppkm,2
quote dilanjutkan efektif dilanjutkan berbahaya ppkm tipuan publikpadahal publik pemerintah lakukan uu karantina ppkm rockygerungcom rockygerung,2
pemerintah kelonggaran pusat perbelanjaan  kota ppkm covid,1
kawat berduri penyekatan tugu juang mengakibatkan penumpukan kendaraan dinilai pengendara menerobosnya jalanjalan alternatif ppkmlevel ppkm penyekatan bandarlampung lampung lampostco,1
 pemerintah menerapkan ppkmdarurat tanggal  juli  merespon lonjakan pekan pasca lebaran idulfitri waktu penurunan infeksi signifikan pembatasan diperpanjang istilah ppkm,1
penumpang krl turun ppkm selengkapnya tvri tvrinasional mediapemersatubangsa covid ppkm krl,1
diperpanjang kalo keras ppkm ppkmdiperpanjang manado,2
dimasa ppkm  serius utk perbanyak pergi masjid tbm waktu berjamaah masjid barakallah aamiin,0
bantu sukseskan program vaksinasi merdeka covid polres kepulauan seribu piagam penghargaan  ketua rw  ketua fkdm kepulauan seribu ppkm ppkmmikro ayopakaimasker nyokkitavaksin kampungtangguhjaya polreskepulauanseribu protokolkesehatan,1
ppkm gunung padang cianjur betah tadaburalam takdircintaleslar,0
kalo depannya bantal tuh berasa yg manggil udah rebahan aja wfh ppkm lazy covid,1
bantu warga terdampak covid polres kepulauan seribu bagikan bansos warga kamis  ppkm ppkmmikro ayopakaimasker nyokkitavaksin kampungtangguhjaya polreskepulauanseribu protokolkesehatan,1
selamat pagi sobat oddigo ayo rumah bermain oddigo ppkmtetapdirumah ppkm workfromhome wfh games onlinegames,1
pemerintah kabupaten malang menetapkan harga swab antigen rp  ribu kebijakan penetapan terhitung selasa  kemarin swabantigen ppkm tarifpcr covid swab,1
ppkmtetapdirumah ppkm ppkmdaruratberhasil ppkmefektif,1
polda jatim menangkap pelaku berinisal nw amp mengamankan ratusan tabung oksigen palsu barang bukti covid poldajatim oksigenpalsu tabungisiulang pandemic ppkm,1
oh yaa sampe klo ppkm,2
everybody here we are announcing our service provisions during the implementation of level  ppkm in surakarta immigration office please read it carefully and shall there are question please contact the number provided sololawancovid ppkm,1
keputusan penggunaan kawat barrier duri titik penyekatan bandar lampung diambil lantaran banyaknya pengendara nekat menerobos melepas tali penyambung water barrier ppkm ppkmlevel ppkmmikro lampostco,1
dakwah mesti dijalani sesuai thariqah islam menghalalkan sejalan kitabullah sunnah buku langkah yg dijalankan parpolislam perjuangan bukuislam kamis ppkm,1
ppkm pd bikin prpisahan ryanjombang history takdircintaleslar ppkm satgascovidnasdem,1
jens snack potato kejuuntuk comment wirausaha wiraswasta pengusaha pengusahamakanandanminuman snack makananringan minumanringan umkm ppkm,1
ppkm diperpanjang level yah udah pedes banget nih hidup ppkm ppkmlevel talibans,2
polsek pancalang polres kuningan salurkan bansos ppkm level  kuningan ppkm polsekpancalang,1
turuo wes rek indonesia jogone aman aman ppkm,2
promo jumatberkah kesempatan buku bermutu harga terjangkau banget yuk order bukuislam literasi kamis ppkm berjuanguntukislam,0
selamat pagi twit bosan rutinitas wfh mimin bagibagi promo bosan workfromanywhere nih ppkm ppkmlevel covid,1
ppkm edisi nyicil,2
selamat pagi twit bosan wfh mimin bagibagi promo spesial kemerdekaan nih bosan workfromanywhere ppkm covid ppkmlevel,1
aturan ppkm level  kabupaten kendal monggo diperhatikan ppkm,1
curhat from the covid epicenter of the world covid covidindonesia ppkm indonesiacorona curhat,1
ppkm diperpanjang jadwal skd cpns jalan berita nusabali cpns asn ppkm bkdbali pemprovbali,1
bingung gak kemanamana gegara ppkm santai pergi angkasa jelajahi angkasa luas buku when what why where who how alam semesta buku anak alam semesta gambar seru,0
pelaranganorangasingmasukindonesia permenkumhamtahun aturanterbaruorangasing wnamasukindonesia izintinggal visaindonesia ppkm,1
ppkm barabai kalimantan selatan indonesia,1
karantinarumahsakit diatur undangundang kekarantiaan kesehatan karantinarumahsakit ppkm,1
assalamualaikum semoga sehat berbahagia tanggungjawab mempertahankan hidup pandemi yg blm terkendali yg butuhdriver dirumahaja akibat ppkm silahkan dmwa terimakasihorangbaik,1
